Kind,Model,Input,Output,Cache Write,Cache Read,Cost
"Usage-based","claude-4-opus-thinking","0","175","267","53,169","$0.12"
"Usage-based","claude-4-opus-thinking","0","137","292","52,877","$0.11"
"Usage-based","claude-4-opus-thinking","0","141","444","52,433","$0.12"
"Usage-based","claude-4-opus-thinking","1","114","206","52,227","$0.11"
"Usage-based","claude-4-opus-thinking","2","148","1,535","50,692","$0.14"
"Usage-based","claude-4-opus-thinking","2","733","155","50,537","$0.16"
"Usage-based","claude-4-opus-thinking","3","133","1,745","48,792","$0.14"
"Usage-based","claude-4-opus-thinking","4","602","1,817","46,975","$0.18"
"Usage-based","claude-4-opus-thinking","5","694","1,450","45,525","$0.18"
"Usage-based","claude-4-opus-thinking","6","605","535","44,990","$0.15"
"Usage-based","claude-4-opus-thinking","7","143","1,930","43,060","$0.13"
"Usage-based","claude-4-opus-thinking","7","972","191","42,869","$0.17"
"Usage-based","claude-4-opus-thinking","8","133","286","42,583","$0.10"
"Usage-based","claude-4-opus-thinking","9","158","505","42,078","$0.10"
"ultra","claude-4-opus-thinking","9","317","332","41,746","Included"
"ultra","claude-4-opus-thinking","9","189","576","41,170","Included"
"ultra","claude-4-opus-thinking","10","112","496","40,674","Included"
"ultra","claude-4-opus-thinking","10","281","587","40,087","Included"
"ultra","claude-4-opus-thinking","10","320","941","39,146","Included"
"ultra","claude-4-opus-thinking","10","513","354","38,792","Included"
"ultra","claude-4-opus-thinking","11","135","347","38,445","Included"
"ultra","claude-4-opus-thinking","113","188","1,377","37,068","Included"
"ultra","claude-4-opus-thinking","114","1,543","14,885","22,183","Included"
"ultra","claude-4-opus-thinking","12","719","1,227","35,884","Included"
"ultra","claude-4-opus-thinking","13","1,345","453","35,431","Included"
"ultra","claude-4-opus-thinking","13","185","385","35,046","Included"
"ultra","claude-4-opus-thinking","13","189","505","34,541","Included"
"ultra","claude-4-opus-thinking","13","250","12,358","22,183","Included"
"ultra","claude-4-opus-thinking","3,048","509","22,183","0","Included"
"ultra","claude-4-sonnet-thinking","6","592","4,761","43,297","Included"
"ultra","claude-4-sonnet-thinking","6","208","454","42,843","Included"
"ultra","claude-4-sonnet-thinking","7","160","619","42,224","Included"
"ultra","claude-4-sonnet-thinking","8","391","731","41,493","Included"
"ultra","claude-4-sonnet-thinking","9","146","2,004","39,489","Included"
"ultra","claude-4-sonnet-thinking","10","167","3,164","36,325","Included"
"ultra","claude-4-sonnet-thinking","11","175","778","35,547","Included"
"ultra","claude-4-sonnet-thinking","12","203","14,525","21,022","Included"
"ultra","claude-4-sonnet-thinking","13,920","425","7,434","13,588","Included"
"ultra","claude-4-sonnet-thinking","11","534","13,347","66,724","Included"
"ultra","claude-4-sonnet-thinking","125","252","3,353","63,371","Included"
"ultra","claude-4-sonnet-thinking","11","569","2,187","64,532","Included"
"ultra","claude-4-sonnet-thinking","12","207","672","63,860","Included"
"ultra","claude-4-sonnet-thinking","12","202","489","63,371","Included"
"ultra","claude-4-sonnet-thinking","40","312","63,371","0","Included"
"ultra","claude-4-opus-thinking","11","826","329","63,463","Included"
"ultra","claude-4-opus-thinking","11","235","5,238","58,225","Included"
"ultra","claude-4-opus-thinking","11","373","5,050","53,175","Included"
"ultra","claude-4-opus-thinking","11","224","398","52,777","Included"
"ultra","claude-4-opus-thinking","11","159","397","52,380","Included"
"ultra","claude-4-opus-thinking","12","375","5,454","46,926","Included"
"ultra","claude-4-opus-thinking","12","213","1,087","45,839","Included"
"ultra","claude-4-opus-thinking","12","320","5,064","40,775","Included"
"ultra","claude-4-opus-thinking","12","208","247","40,528","Included"
"ultra","claude-4-opus-thinking","12","164","5,141","35,387","Included"
"ultra","claude-4-opus-thinking","12","223","249","35,138","Included"
"Errored, Not Charged","claude-4-opus-thinking","12","105","380","34,758","Included"
"ultra","claude-4-opus-thinking","36","302","34,758","0","Included"
"ultra","claude-4-opus-thinking","2","362","608","37,005","Included"
"ultra","claude-4-opus-thinking","3","124","431","36,574","Included"
"ultra","claude-4-opus-thinking","4","146","429","36,145","Included"
"ultra","claude-4-opus-thinking","5","201","1,183","34,962","Included"
"ultra","claude-4-opus-thinking","6","194","282","34,680","Included"
"ultra","claude-4-opus-thinking","7","173","296","34,384","Included"
"ultra","claude-4-opus-thinking","8","188","367","34,017","Included"
"ultra","claude-4-opus-thinking","9","213","1,421","32,596","Included"
"ultra","claude-4-opus-thinking","10","176","639","31,957","Included"
"ultra","claude-4-opus-thinking","11","174","529","31,428","Included"
"ultra","claude-4-opus-thinking","12","227","10,466","20,962","Included"
"ultra","claude-4-opus-thinking","9,965","341","20,962","0","Included"
"ultra","claude-4-opus-thinking","5,598","1,065","28,572","0","Included"
"ultra","claude-4-opus-thinking","132","2,283","76,156","0","Included"
"Errored, Not Charged","claude-4-sonnet-thinking","0","0","0","0","Included"
"ultra","claude-4-sonnet-thinking","120","2,270","51,806","21,077","Included"
"ultra","claude-4-sonnet-thinking","8","2,359","11,954","59,207","Included"
"ultra","claude-4-sonnet-thinking","9","125","778","58,429","Included"
"ultra","claude-4-sonnet-thinking","10","141","910","57,519","Included"
"ultra","claude-4-sonnet-thinking","11","134","2,144","55,375","Included"
"ultra","claude-4-sonnet-thinking","11","184","1,002","54,373","Included"
"ultra","claude-4-sonnet-thinking","11","181","5,373","49,000","Included"
"ultra","claude-4-sonnet-thinking","11","193","6,221","42,779","Included"
"ultra","claude-4-sonnet-thinking","11","190","2,240","40,539","Included"
"ultra","claude-4-sonnet-thinking","11","181","2,110","38,429","Included"
"ultra","claude-4-sonnet-thinking","11","201","3,164","35,265","Included"
"ultra","claude-4-sonnet-thinking","11","258","790","34,475","Included"
"ultra","claude-4-sonnet-thinking","12","150","5,850","28,625","Included"
"ultra","claude-4-sonnet-thinking","5,192","239","28,625","0","Included"
"ultra","claude-4-sonnet-thinking","9","431","656","83,799","Included"
"ultra","claude-4-sonnet-thinking","9","519","1,315","82,484","Included"
"ultra","claude-4-sonnet-thinking","9","256","2,307","80,177","Included"
"ultra","claude-4-sonnet-thinking","165","339","17,601","62,576","Included"
"ultra","claude-4-sonnet-thinking","1","571","408","80,068","Included"
"ultra","claude-4-sonnet-thinking","2","245","5,820","74,248","Included"
"ultra","claude-4-sonnet-thinking","3","202","1,592","72,656","Included"
"ultra","claude-4-sonnet-thinking","4","174","1,657","70,999","Included"
"ultra","claude-4-sonnet-thinking","5","179","375","70,624","Included"
"ultra","claude-4-sonnet-thinking","6","156","448","70,176","Included"
"ultra","claude-4-sonnet-thinking","7","216","1,903","68,273","Included"
"ultra","claude-4-sonnet-thinking","8","188","1,075","67,198","Included"
"ultra","claude-4-sonnet-thinking","9","218","4,209","62,989","Included"
"ultra","claude-4-sonnet-thinking","10","184","413","62,576","Included"
"ultra","claude-4-sonnet-thinking","125","226","62,576","0","Included"
"ultra","claude-4-sonnet-thinking","7","2,027","6,671","54,406","Included"
"ultra","claude-4-sonnet-thinking","8","141","538","53,868","Included"
"ultra","claude-4-sonnet-thinking","9","134","401","53,467","Included"
"ultra","claude-4-sonnet-thinking","10","130","351","53,116","Included"
"ultra","claude-4-sonnet-thinking","11","138","444","52,672","Included"
"ultra","claude-4-sonnet-thinking","12","143","4,316","48,356","Included"
"ultra","claude-4-sonnet-thinking","12","147","1,843","46,513","Included"
"ultra","claude-4-sonnet-thinking","12","204","565","45,948","Included"
"ultra","claude-4-sonnet-thinking","13","124","9,240","36,708","Included"
"ultra","claude-4-sonnet-thinking","13","156","9,283","27,425","Included"
"ultra","claude-4-sonnet-thinking","42","281","6,403","21,022","Included"
"Errored, Not Charged","claude-4-sonnet-thinking","0","0","0","0","Included"
"ultra","claude-4-sonnet-thinking","9","333","911","91,895","Included"
"ultra","claude-4-sonnet-thinking","10","217","398","91,497","Included"
"ultra","claude-4-sonnet-thinking","11","166","488","91,009","Included"
"ultra","claude-4-sonnet-thinking","11","291","566","90,443","Included"
"ultra","claude-4-sonnet-thinking","11","369","730","89,713","Included"
"ultra","claude-4-sonnet-thinking","249","297","68,636","21,077","Included"
"ultra","claude-4-sonnet-thinking","3","957","170","90,921","Included"
"ultra","claude-4-sonnet-thinking","4","112","266","90,655","Included"
"ultra","claude-4-sonnet-thinking","5","175","2,037","88,618","Included"
"ultra","claude-4-sonnet-thinking","6","200","1,696","86,922","Included"
"ultra","claude-4-sonnet-thinking","7","160","377","86,545","Included"
"ultra","claude-4-sonnet-thinking","8","145","463","86,082","Included"
"ultra","claude-4-sonnet-thinking","8","327","224","85,858","Included"
"ultra","claude-4-sonnet-thinking","9","166","501","85,357","Included"
"ultra","claude-4-sonnet-thinking","0","0","0","0","Included"
"ultra","claude-4-sonnet-thinking","0","161","207","138,197","Included"
"ultra","claude-4-sonnet-thinking","0","150","2,516","135,681","Included"
"ultra","claude-4-sonnet-thinking","0","147","207","135,474","Included"
"ultra","claude-4-sonnet-thinking","1","149","1,754","133,720","Included"
"ultra","claude-4-sonnet-thinking","2","153","187","133,533","Included"
"ultra","claude-4-sonnet-thinking","3","129","242","133,291","Included"
"ultra","claude-4-sonnet-thinking","4","151","2,161","131,130","Included"
"ultra","claude-4-sonnet-thinking","4","1,070","195","130,935","Included"
"ultra","claude-4-sonnet-thinking","5","137","388","130,547","Included"
"ultra","claude-4-sonnet-thinking","6","156","207","130,340","Included"
"ultra","claude-4-sonnet-thinking","7","149","6,127","124,213","Included"
"ultra","claude-4-sonnet-thinking","7","239","1,227","122,986","Included"
"ultra","claude-4-sonnet-thinking","7","206","4,529","118,457","Included"
"ultra","claude-4-sonnet-thinking","7","230","206","118,251","Included"
"ultra","claude-4-sonnet-thinking","8","148","289","117,962","Included"
"ultra","claude-4-sonnet-thinking","8","223","292","117,670","Included"
"ultra","claude-4-sonnet-thinking","8","226","212","117,458","Included"
"ultra","claude-4-sonnet-thinking","9","154","233","117,225","Included"
"ultra","claude-4-sonnet-thinking","10","175","347","116,878","Included"
"ultra","claude-4-sonnet-thinking","10","180","442","116,436","Included"
"ultra","claude-4-sonnet-thinking","10","326","633","115,803","Included"
"ultra","claude-4-sonnet-thinking","10","222","617","115,186","Included"
"ultra","claude-4-sonnet-thinking","10","187","185","115,001","Included"
"ultra","claude-4-sonnet-thinking","11","127","1,079","113,922","Included"
"ultra","claude-4-sonnet-thinking","353","779","92,845","21,077","Included"
"ultra","claude-4-sonnet-thinking","4","1,041","277","116,070","Included"
"ultra","claude-4-sonnet-thinking","5","186","1,144","114,926","Included"
"ultra","claude-4-sonnet-thinking","6","182","481","114,445","Included"
"ultra","claude-4-sonnet-thinking","7","146","368","114,077","Included"
"ultra","claude-4-sonnet-thinking","7","188","437","113,640","Included"
"ultra","claude-4-sonnet-thinking","7","183","420","113,220","Included"
"ultra","claude-4-sonnet-thinking","7","228","1,830","111,390","Included"
"ultra","claude-4-sonnet-thinking","7","922","11,956","99,434","Included"
"ultra","claude-4-sonnet-thinking","8","185","758","98,676","Included"
"ultra","claude-4-sonnet-thinking","9","526","6,050","92,626","Included"
"ultra","claude-4-sonnet-thinking","10","170","342","92,284","Included"
"ultra","claude-4-sonnet-thinking","10","235","667","91,617","Included"
"ultra","claude-4-sonnet-thinking","10","528","1,907","89,710","Included"
"ultra","claude-4-sonnet-thinking","10","801","5,065","84,645","Included"
"ultra","claude-4-sonnet-thinking","10","262","568","84,077","Included"
"Errored, Not Charged","claude-4-sonnet-thinking","10","155","208","83,869","Included"
"Errored, Not Charged","claude-4-sonnet-thinking","10","154","209","83,660","Included"
"Errored, Not Charged","claude-4-sonnet-thinking","10","155","300","83,360","Included"
"ultra","claude-4-sonnet-thinking","10","246","894","82,466","Included"
"ultra","claude-4-sonnet-thinking","10","777","6,009","76,457","Included"
"ultra","claude-4-sonnet-thinking","11","199","498","75,959","Included"
"ultra","claude-4-sonnet-thinking","11","317","620","75,339","Included"
"ultra","claude-4-sonnet-thinking","11","340","852","74,487","Included"
"ultra","claude-4-sonnet-thinking","11","540","448","74,039","Included"
"ultra","claude-4-sonnet-thinking","11","308","504","73,535","Included"
"ultra","claude-4-sonnet-thinking","162","332","52,458","21,077","Included"
"Errored, Not Charged","claude-4-sonnet-thinking","0","0","0","0","Included"
"ultra","claude-4-sonnet-thinking","10","192","605","73,545","Included"
"ultra","claude-4-sonnet-thinking","10","194","440","73,105","Included"
"ultra","claude-4-sonnet-thinking","11","116","3,630","69,475","Included"
"ultra","claude-4-sonnet-thinking","11","143","3,952","65,523","Included"
"ultra","claude-4-sonnet-thinking","11","592","6,331","59,192","Included"
"ultra","claude-4-sonnet-thinking","11","443","5,839","53,353","Included"
"ultra","claude-4-sonnet-thinking","12","201","315","53,038","Included"
"ultra","claude-4-sonnet-thinking","12","207","393","52,645","Included"
"ultra","claude-4-sonnet-thinking","12","253","446","52,199","Included"
"ultra","claude-4-sonnet-thinking","12","293","1,497","50,702","Included"
"ultra","claude-4-sonnet-thinking","195","405","22,077","28,625","Included"
"Errored, Not Charged","claude-4-sonnet-thinking","0","0","0","0","Included"
"ultra","claude-4-sonnet-thinking","12","248","977","45,292","Included"
"ultra","claude-4-sonnet-thinking","12","814","6,920","38,372","Included"
"ultra","claude-4-sonnet-thinking","13","253","1,349","37,023","Included"
"ultra","claude-4-sonnet-thinking","13","939","1,241","35,782","Included"
"ultra","claude-4-sonnet-thinking","13","811","4,939","30,843","Included"
"ultra","claude-4-sonnet-thinking","13","421","9,766","21,077","Included"
"ultra","claude-4-sonnet-thinking","940","1,078","142,137","42,154","Included"
"Errored, Not Charged","claude-4-sonnet-thinking","0","0","0","0","Included"
"ultra","claude-4-sonnet-thinking","6","819","5,563","87,694","Included"
"ultra","claude-4-sonnet-thinking","7","174","840","86,854","Included"
"ultra","claude-4-sonnet-thinking","257","456","562","86,292","Included"
"ultra","claude-4-sonnet-thinking","138","694","831","85,461","Included"
"Errored, Not Charged","claude-4-sonnet-thinking","0","0","0","0","Included"
"ultra","claude-4-sonnet-thinking","7","291","649","85,461","Included"
"ultra","claude-4-sonnet-thinking","179","316","6,208","79,253","Included"
"Errored, Not Charged","claude-4-sonnet-thinking","0","0","0","0","Included"
"ultra","claude-4-sonnet-thinking","7","758","4,574","80,017","Included"
"ultra","claude-4-sonnet-thinking","7","191","764","79,253","Included"
"ultra","claude-4-sonnet-thinking","405","243","17,373","61,880","Included"
"Errored, Not Charged","claude-4-sonnet-thinking","0","0","0","0","Included"
"ultra","claude-4-sonnet-thinking","6","515","1,587","77,551","Included"
